country,country_abbr,date_iso,year,time,experiment,ID,expe_name,region_name,reef_area,sampling_site_name,event_id,latitude_start,longitude_start,latitude_end,longitude_end,length,Substrate_1,Substrate_2,Substrate_3,mean,median,stdev
Djibouti,DJ,2022-09-17,2022,9:30:00,3D,3,exp202209_DJ,Gulf of Tadjourah,Maskali / Moucha,Sunken Buoy,EXP202209_DJ_003,11.69473333,43.14495,11.69563333,43.14503333,100,coral_dead,branching_dead,branching_dead,0.037676672,0.034669521,0.013020451
Djibouti,DJ,2022-09-17,2022,9:30:00,3D,3,exp202209_DJ,Gulf of Tadjourah,Maskali / Moucha,Sunken Buoy,EXP202209_DJ_003,11.69473333,43.14495,11.69563333,43.14503333,100,coral_alive,branching_alive,branching_alive,0.007861853,0.007939182,0.003539234
Djibouti,DJ,2022-09-17,2022,9:30:00,3D,3,exp202209_DJ,Gulf of Tadjourah,Maskali / Moucha,Sunken Buoy,EXP202209_DJ_003,11.69473333,43.14495,11.69563333,43.14503333,100,coral_alive,branching_alive,stylophora_alive,0.008160579,0.006911466,0.002689237
Djibouti,DJ,2022-09-17,2022,9:30:00,3D,3,exp202209_DJ,Gulf of Tadjourah,Maskali / Moucha,Sunken Buoy,EXP202209_DJ_003,11.69473333,43.14495,11.69563333,43.14503333,100,coral_alive,branching_alive,pocillopora_alive,0.007606138,0.007393752,0.001637247
Djibouti,DJ,2022-09-17,2022,9:30:00,3D,3,exp202209_DJ,Gulf of Tadjourah,Maskali / Moucha,Sunken Buoy,EXP202209_DJ_003,11.69473333,43.14495,11.69563333,43.14503333,100,coral_alive,branching_alive,acropora_alive,0.05524549,0.054572341,0.008400266
Djibouti,DJ,2022-09-17,2022,9:30:00,3D,3,exp202209_DJ,Gulf of Tadjourah,Maskali / Moucha,Sunken Buoy,EXP202209_DJ_003,11.69473333,43.14495,11.69563333,43.14503333,100,coral_alive,branching_alive,table_acropora_alive,0.316469023,0.313463572,0.027828573
Djibouti,DJ,2022-09-17,2022,9:30:00,3D,3,exp202209_DJ,Gulf of Tadjourah,Maskali / Moucha,Sunken Buoy,EXP202209_DJ_003,11.69473333,43.14495,11.69563333,43.14503333,100,coral_dead,branching_dead,table_acropora_dead,0.054895398,0.051441763,0.007999303
Djibouti,DJ,2022-09-17,2022,9:30:00,3D,3,exp202209_DJ,Gulf of Tadjourah,Maskali / Moucha,Sunken Buoy,EXP202209_DJ_003,11.69473333,43.14495,11.69563333,43.14503333,100,coral_alive,branching_alive,millepora_alive,0.000107424,0,0.000263135
Djibouti,DJ,2022-09-17,2022,9:30:00,3D,3,exp202209_DJ,Gulf of Tadjourah,Maskali / Moucha,Sunken Buoy,EXP202209_DJ_003,11.69473333,43.14495,11.69563333,43.14503333,100,coral_alive,massive/meandering_alive,turbinaria_alive,0,0,0
Djibouti,DJ,2022-09-17,2022,9:30:00,3D,3,exp202209_DJ,Gulf of Tadjourah,Maskali / Moucha,Sunken Buoy,EXP202209_DJ_003,11.69473333,43.14495,11.69563333,43.14503333,100,coral_bleached,other_coral_bleached,other_coral_bleached,0,0,0
Djibouti,DJ,2022-09-17,2022,9:30:00,3D,3,exp202209_DJ,Gulf of Tadjourah,Maskali / Moucha,Sunken Buoy,EXP202209_DJ_003,11.69473333,43.14495,11.69563333,43.14503333,100,coral_dead,other_coral_dead,other_coral_dead,0.000501557,0,0.00077834
Djibouti,DJ,2022-09-17,2022,9:30:00,3D,3,exp202209_DJ,Gulf of Tadjourah,Maskali / Moucha,Sunken Buoy,EXP202209_DJ_003,11.69473333,43.14495,11.69563333,43.14503333,100,coral_alive,other_coral_alive,other_coral_alive,0.003853576,0.003656545,0.001805659
Djibouti,DJ,2022-09-17,2022,9:30:00,3D,3,exp202209_DJ,Gulf of Tadjourah,Maskali / Moucha,Sunken Buoy,EXP202209_DJ_003,11.69473333,43.14495,11.69563333,43.14503333,100,coral_alive,massive/meandering_alive,massive/meandering_alive,0.057031637,0.052978459,0.012522292
Djibouti,DJ,2022-09-17,2022,9:30:00,3D,3,exp202209_DJ,Gulf of Tadjourah,Maskali / Moucha,Sunken Buoy,EXP202209_DJ_003,11.69473333,43.14495,11.69563333,43.14503333,100,coral_dead,massive/meandering_dead,massive/meandering_dead,0.002487381,0.002830633,0.001285667
Djibouti,DJ,2022-09-17,2022,9:30:00,3D,3,exp202209_DJ,Gulf of Tadjourah,Maskali / Moucha,Sunken Buoy,EXP202209_DJ_003,11.69473333,43.14495,11.69563333,43.14503333,100,coral_bleached,massive/meandering_bleached,massive/meandering_bleached,0,0,0
Djibouti,DJ,2022-09-17,2022,9:30:00,3D,3,exp202209_DJ,Gulf of Tadjourah,Maskali / Moucha,Sunken Buoy,EXP202209_DJ_003,11.69473333,43.14495,11.69563333,43.14503333,100,coral_alive,meandering_alive,meandering_alive,0.00179516,0.001737774,0.001158341
Djibouti,DJ,2022-09-17,2022,9:30:00,3D,3,exp202209_DJ,Gulf of Tadjourah,Maskali / Moucha,Sunken Buoy,EXP202209_DJ_003,11.69473333,43.14495,11.69563333,43.14503333,100,coral_dead,meandering_dead,meandering_dead,0,0,0
Djibouti,DJ,2022-09-17,2022,9:30:00,3D,3,exp202209_DJ,Gulf of Tadjourah,Maskali / Moucha,Sunken Buoy,EXP202209_DJ_003,11.69473333,43.14495,11.69563333,43.14503333,100,coral_bleached,meandering_bleached,meandering_bleached,0,0,0
Djibouti,DJ,2022-09-17,2022,9:30:00,3D,3,exp202209_DJ,Gulf of Tadjourah,Maskali / Moucha,Sunken Buoy,EXP202209_DJ_003,11.69473333,43.14495,11.69563333,43.14503333,100,other_invertebrates,sea_urchin,sea_urchin,0,0,0
Djibouti,DJ,2022-09-17,2022,9:30:00,3D,3,exp202209_DJ,Gulf of Tadjourah,Maskali / Moucha,Sunken Buoy,EXP202209_DJ_003,11.69473333,43.14495,11.69563333,43.14503333,100,other_invertebrates,sea_cucumber,sea_cucumber,0,0,0
Djibouti,DJ,2022-09-17,2022,9:30:00,3D,3,exp202209_DJ,Gulf of Tadjourah,Maskali / Moucha,Sunken Buoy,EXP202209_DJ_003,11.69473333,43.14495,11.69563333,43.14503333,100,anemone,anemone,anemone,0,0,0
Djibouti,DJ,2022-09-17,2022,9:30:00,3D,3,exp202209_DJ,Gulf of Tadjourah,Maskali / Moucha,Sunken Buoy,EXP202209_DJ_003,11.69473333,43.14495,11.69563333,43.14503333,100,other_invertebrates,sponge,sponge,0.000656524,0.000733479,0.000347576
